Word	Annotation	Sense	Part of Speech	Level	Russian
sceptical			adj.	C1	скептический
stunning			adj.	B2	потрясающий
suck			v.	C1	сосать
congratulate			v.	C1	поздравлять
youngster			n.	C1	юноша
compile			v.	C1	компилировать
debut			n.	C1	дебют
drown			v.	C1	утонуть
upgrade			v., n.	C1	обновить
distort			v.	C1	искажать
ensue			v.	C1	следовать
subscriber			n.	C1	подписчик
inmate			n.	C1	заключенный
bleed			v.	C1	истекать кровью
reassure			v.	C1	успокоить
inhabitant			n.	B2	житель
logo			n.	B2	логотип
diagnose			v.	C1	диагностировать
tempt			v.	C1	искушать
backdrop			n.	C1	фон
cute			adj.	B2	милый
allegation			n.	C1	обвинение
exaggerate			v.	C1	преувеличивать
insider			n.	C1	инсайдер
benchmark			n.	C1	эталон
gaming			n.	B2	игры
sponsorship			n.	B2	спонсорство
tighten			v.	C1	затягивать
rumour			n.	C1	слух
displace			v.	C1	вытеснять
guideline			n.	B2	ориентир
slap			v.	C1	пощечина
equip			v.	B2	оборудовать
distract			v.	B2	отвлекать
vibrant			adj.	C1	яркий
flawed			adj.	C1	ошибочный
denounce			v.	C1	осуждать
widen			v.	C1	расширять
predator			n.	C1	хищник
artwork			n.	B2	произведение искусства
intensify			v.	C1	усиливать
affordable			adj.	B2	доступный
seeker			n.	B2	искатель
marathon			n.	B2	марафон
hostage			n.	C1	заложник
fixture			n.	C1	приспособление
soak			v.	C1	впитывать
preside			v.	C1	председательствовать
specialize			v.	B1	специализироваться
enquire			v.	C1	спрашивать
upcoming			adj.	C1	предстоящий
stab			v.	C1	нанести удар
trophy			n.	C1	трофей
nominate			v.	C1	номинировать
nominee			n.	C1	кандидат
councillor			n.	C1	советник
smash			v.	C1	разбить
bounce			v.	C1	подпрыгивать
sexy			adj.	B2	сексуальный
deploy			v.	C1	развернуть
expire			v.	C1	истекает
detain			v.	C1	задерживать
collaborate			v.	C1	сотрудничать
overwhelm			v.	C1	подавлять
spotlight			n.	C1	прожектор
referee			n.	B2	судья
cater			v.	C1	обслуживать
deteriorate			v.	C1	ухудшаться
shrug			v.	C1	пожать плечами
entitle			v.	C1	давать право
footage			n.	C1	кадры
slash			v.	C1	косая черта
litre			n.	B2	литр
carve			v.	C1	вырезать
oversee			v.	C1	наблюдать
chunk			n.	C1	кусок
recount		1	v.	C1	пересчитывать
leaflet			n.	B2	листовка
stumble			v.	C1	споткнуться
empower			v.	C1	расширять возможности
trillion			number	B2	триллион
evacuate			v.	C1	эвакуировать
soar			v.	C1	парить
inject			v.	C1	вводить
turnout			n.	C1	явка
allege			v.	C1	утверждать
broadband			n.	C1	широкополосный доступ
colourful			adj.	B2	красочный
columnist			n.	C1	обозреватель
enthusiast			n.	C1	энтузиаст
slam			v.	C1	хлопнуть
booking			n.	B2	бронирование
heighten			v.	C1	повысить
unify			v.	C1	объединить
overturn			v.	C1	опрокидывать
applaud			v.	C1	аплодировать
duo			n.	C1	дуэт
disappoint			v.	B2	разочаровывать
extremist			n.	C1	экстремистский
outing			n.	C1	прогулка
thankfully			adv.	C1	к счастью
workout			n.	C1	тренировка
punk			n.	B2	панк
gig			n.	B2	концерт
shatter			v.	C1	разбить
fundraising			n.	C1	сбор средств
hilarious			adj.	B2	веселый
atrocity			n.	C1	злодеяние
motorist			n.	C1	автомобилист
erupt			v.	B2	извергаться
villager			n.	C1	сельский житель
escalate			v.	C1	обострять
imprison			v.	C1	заключать в тюрьму
spam			n.	C1	спам
tonne			n.	B2	тонна
dub			v.	C1	дублировать
spokesperson			n.	B2	представитель
firearm			n.	C1	огнестрельное оружие
tsunami			n.	B2	цунами
broadcaster			n.	B2	телеведущий
embed			v.	C1	вставлять
kidnap			v.	C1	похитить
terrify			v.	B2	пугать
contender			n.	C1	претендент
unveil			v.	C1	раскрыть
enrol			v.	C1	записаться
stun			v.	C1	оглушить
firefighter			n.	B2	пожарный
devastate			v.	C1	опустошать
firework			n.	B2	фейерверк
spokeswoman			n.	B2	пресс-секретарь
obsess			v.	C1	одержим
protester			n.	B2	протестующий
